Name,Price,Link
"Dell Vostro 3530 N3404PVNB3530U11 I5-1334U 32GB 1tbssd 15.6"" Fhd Windows 11 Pro Taşınabilir Bilgisayar-CNT012","39.989,88 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=MGpPZUgvRk5iM05oWDVWTGpXRGgvMmo2UVJoczFGdVRzZlNmcVNOaXlobHVXMXhnQnEvOXlwek9iQVU5NDVqNDcxSkFML0FYK2FQTXdjNDBoQURHcFdVV3h4YzJuV3QzZnVqdHp2MlZUTzI5NG5jbWo3SWp6QVBrYit1elk1UGd3VDRQYUZOd0NRc0hIeVN1N05EcWpWbHdIV3liSVgwRXRCNXlYazlHZmJXZTNYNkM5eVVBYUtsblBrcjRjUk04U0F5OGY1VnlFYno1MW1IYkJ0WWhneENNSzFUd1Rma1dqMWYwOUJMUXJNSFN0UUpnVXZRazhiTUJibm0wZmRTQnlhdlA0MUl6NDVYVngyUXZpTzBCN2hsMGxIdVEzMkdkK3BIanJCcy9LN3JxdGxmeFFiTGZTT1hkcFVLdTJsckxLdWJCNTRWTEppN3ZSYWk4R2U1WXB0ME50ZS9ZeGp2YjRCS2twWkEyS0FNNUFiRGVvMnhyTTA5L1JJblV6RmNoU29RSU9kRzJjVWQ1cWdoamdOQ1h5U3g0c1FaVk1wQnMzODFBcjlTNEp0VEVFV0xGaG9FK1M0aDcrOWx4Ti9sQTdZVWZwRzdtWEpqTThnczNsYnRSZGRZMUt6NlQxUmN0b2d3M0J3VElkMlRwNzNzV2ZLTWgrN0dRRUY5OTk2TFB0NVkwQ0VzbmdpaEU5emYrbTRxUlpCaURlR2N0TjhFMWw2NTV2cGlscVZN&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fdell-vostro-3530-n3404pvnb3530u11-i5-1334u-32gb-1tbssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-cnt012-p-HBCV000077K4BU%3Fmagaza%3Dteknoraks&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
Hp Victus 16-S0065NT 8W8A7EA Amd Ryzen 7-7840HS 32GB Ram 1tb SSD 8gb Geforce Rtx 4070 16.1 Inç Fhd Freedos Mavi,"58.753,17 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=b2c0L0JZSDFNRGdjQnpEUFBDVlBJZ3IzRWFSM1YxQ0Jlc25LU0NxcloweVpVa2xnWWc5c0FTcDI1MkIybWZQdWFicUFyM2FoTWpIYm5DNFhLVkJRWDRtRkNyZWJGb2psVkRNdGczNVVhc2tFaHhwOWFlb1B4UmNxaktxUzkvb0pCV3E1VytocmdhUW9aMnpLd0xpOHBFM3haQTJnSTMwcWVVVGQ3VTVOc01TdWNSSFhUYit6U3VHRW9QdGpha1BjWlhCbWNRVFJ4RzN2czR1TGNWdm4rODRFN05mN2k2MDBGdXM4RnRTMUIyYkdUYVdJVkhxK1ZGNERRcDVZemNXWHAvclpxekR1OW1mWjJUMWphdWZnQUdybkxkZE9wNStsamNDQ2hQY0VDOTRBSnhmSU5yc3NzK3pZWFVuY0o0Zm1GV2V3ZDMrZVpxSmJmOUJkeFBwNTVYL2pldmtJWWRVS09Cdk0ySHAvQ1ZJaktNU0tmMnVnMUVza1BBMmhRU3ZDK2I4ZUlPYTMvR282dXZWajNyUjV5YlpQUklrWEhqUzNYSG11RzNrSUJtTy9nWlM1N1RoTytnbjNQUkxKYXBjaWp0MmtFTW9FQS9tRjBaK1pTRnprMlliUnluK1BrZitPK2pCcTN6KzJ3SmhhRG5yWXlDcWozVnhNLzlZT2tubnlsYmJZYXB5b1FQdXp1cmlzeWRGbVY1ZDdJTXBmYm95UHAyYTNOMEZLcmc=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fhp-victus-16-s0065nt-8w8a7ea-amd-ryzen-7-7840hs-32gb-ram-1tb-ssd-8gb-geforce-rtx-4070-16-1-inc-fhd-freedos-mavi-p-HBCV000054MZCM%3Fmagaza%3DHP+Store+T%C3%BCrkiye&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
"Casper Excalibur G870 Intel Core i7 13620H 16GB 1TB SSD RTX3050 Freedos 15.6"" 165Hz Taşınabilir Bilgisayar G870.1362-BFJ0X-C",37.999 TL,https://www.hepsiburada.com/casper-excalibur-g870-intel-core-i7-13620h-16gb-1tb-ssd-rtx3050-freedos-15-6-165hz-tasinabilir-bilgisayar-g870-1362-bfj0x-c-pm-HBC00009HRI6V
Asus Tuf Gaming F16 FX607VJ-RL058 6gb RTX3050 Intel Core 5 210H 16GB Ram 512GB SSD 16 Inç Fhd+ 144Hz,"31.919,99 TL",https://www.hepsiburada.com/asus-tuf-gaming-f16-fx607vj-rl058-6gb-rtx3050-intel-core-5-210h-16gb-ram-512gb-ssd-16-inc-fhd-144hz-pm-HBC000099OE5Z
"Acer Nitro Lite NH.DAAEY.001 I5-13420H 16 GB 512 GB SSD RTX3050-6GB 165Hz 16"" Wuxga Freedos Taşınabilir Bilgisayar",29.449 TL,https://www.hepsiburada.com/acer-niro-lite-nh-daaey-001-i5-13420h-16-gb-512-gb-ssd-rtx3050-6gb-165hz-16-wuxga-freedos-tasinabilir-bilgisayar-pm-HBC00009U4LFA
"Apple MacBook Air M4 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Gece Yarısı MW123TU/A","48.116,11 TL",https://www.hepsiburada.com/apple-macbook-air-m4-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mw123tu-a-p-HBCV00008748TV
"Dell Vostro 3530 N1601PVNB3530U02 I7-1355U 16GB 512SSD 15.6"" Fullhd FreeFreedso Taşınabilir Bilgisayar Taşınabilir BILGISAYAR-CNT003","32.312,56 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=eVlYRzJxakNIeEs1ODhSMTFlNVB2czA2VitDbmdIdkJlMUlxNzJBeldrNDBUN3BCWU5Takt2L2pXb3VxUjRXYmZnSXdFN1VXTVIyNzJOc2JBS1RvMEd6d241UVhNZHhpaVZOd2MzUUlNU3dGVW9wcXh0QlBQV2RVVHVJU3BMTUVZRlF6RklXSHNrSFQ2TFdaSUxoUXVZY1lRTzJZVEhUZ1hsNjFyLzg2R3ppdGlwM1NEN1pvTzFrc0RCaWV6SVlMK0xYaGRaNHB1dzZsSHVvRWxSOTIwZ09xT0x6eFVHZ2gxOGlwdFErV3FoeVVmRm9VdUJxRi9yVWsrSVJIdDZDVEhad1dUNks5djJxOUNJZThxbDVmeGFTbnVsckFRZk9UU3ZydklSaGRxUTFDWElCMmk0d2NRb3ZFMlV2WU40RzBHdmg5c2hrS1JjUjE2UEJ5V1MvV0NxMTg1SHZlcVcrMnZpZDZwcTBpWE9aK0w0bFRhZHhaWjI4VTc3SXhDYlJRdVRVVlB1OTRoVWQ4WmFsRHlFbXkzUW5VM2syZW9qTURmN3A3bVJEUm1nbEVwWUxNbHloSStONmEzdEhYaVU0T05ScEV4cnZycUFLcU4rUVhmaVlxUVIzeHYybHRJYlgxcktaeFh4TkNVYWNTOUs0QlNVVzVLRklUd09HeTM2MjVuV0VXenpmeXpCZkVQYWJSdkpKRm1iVlpIT2tOOXpXMGsrYjMzR2Q5WUY0&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fdell-vostro-3530-n1601pvnb3530u02-i7-1355u-16gb-512ssd-15-6-fullhd-freefreedso-tasinabilir-bilgisayar-tasinabilir-bilgisayar-cnt003-p-HBCV000061A7SL%3Fmagaza%3Dteknoraks&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
"Game Garaj Slayer X5T-5050 C2 Intel Core I5 13500HX 32GB Ram 1tb SSD RTX5050 16"" Wuxga 165Hz IPS Freedos Oyuncu Laptop",46.899 TL,https://www.hepsiburada.com/game-garaj-slayer-x5t-5050-c2-intel-core-i5-13500hx-32gb-ram-1tb-ssd-rtx5050-16-wuxga-165hz-ips-freedos-oyuncu-laptop-p-HBCV00009MMKU9
"MSI CYBORG 15 B13WFKG-495XTR Intel Core i7 13620H 32GB 1TB SSD RTX5060 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar","58.999,62 TL",https://www.hepsiburada.com/msi-cyborg-15-b13wfkg-495xtr-intel-core-i7-13620h-8gb-1tb-ssd-rtx5060-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC0000AHYV1C
"Casper Nirvana S100 Intel Core i7 13620H 16GB 1TB SSD Freedos 16"" Taşınabilir Bilgisayar S100.1362-BF00X-G-F",27.499 TL,https://www.hepsiburada.com/casper-nirvana-s100-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-tasinabilir-bilgisayar-s100-1362-bf00x-g-f-p-HBCV00007XO59V
"Lenovo LOQ AMD Ryzen 5 7235HS 24GB 512GB SSD RTX3050 Freedos 15.6"" FHD 144Hz Oyuncu Taşınabilir Bilgisayar 83JC00DXTR",33.999 TL,https://www.hepsiburada.com/lenovo-loq-amd-ryzen-5-7235hs-24gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-oyuncu-tasinabilir-bilgisayar-83jc00dxtr-pm-HBC000087ZHH4
"Game Garaj Slayer R9T-5060 C1 Amd Ryzen 9 8945HX 32GB Ram 1tb SSD RTX5060 16"" 300Hz Qhd+ Freedos Gaming Laptop",62.899 TL,https://www.hepsiburada.com/game-garaj-slayer-r9t-5060-c1-amd-ryzen-9-8945hx-32gb-ram-1tb-ssd-rtx5060-16-300hz-qhd-freedos-gaming-laptop-p-HBCV00008SK95T
"Lenovo Ideapad Slim 3 16IRH10 Intel Core I7 13620H 16GB 1tb SSD Freedos 16"" Fhd Taşınabilir Bilgisayar 83K2001VTR","33.315,64 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-fhd-tasinabilir-bilgisayar-83k2001vtr-p-HBCV00008CB1NV
"MSI CYBORG 17 B13WFKG-092XTR Intel Core i7 13620H  32GB 1TB SSD RTX5060 Freedos 17.3"" FHD 144Hz Taşınabilir Bilgisayar","67.449,05 TL",https://www.hepsiburada.com/msi-cyborg-17-b13wfkg-092xtr-intel-core-i7-13620h-8gb-1tb-ssd-rtx5060-freedos-17-3-fhd-tasinabilir-bilgisayar-pm-HBC0000AI5T9B
"Lenovo Ideapad Slim 3 15IRH8 I5-13420H 16 GB 512 GB SSD 15,6"" Fhd Freedos 83EM00KYTR","21.872,05 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-15irh8-i5-13420h-16-gb-512-gb-ssd-15-6-fhd-freedos-83em00kytr-pm-HBC0000AM4VOF
"Apple MacBook Air M2 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Yıldız Işığı MC7W4TU/A",38.999 TL,https://www.hepsiburada.com/apple-macbook-air-m2-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-yildiz-isigi-mc7w4tu-a-pm-HBC000078JDQP
"Lenovo IdeaPad Slim 3 AMD Ryzen 3 7320U 8GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82XQ00JGTX","15.455,03 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-amd-ryzen-3-7320u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82xq00jgtx-pm-HBC00007W5Q78
"ASUS Vivobook S16 S3607VA-RP012 Intel Core i7-13620H 16GB 1TB SSD  FreeDOS 16.0"" Taşınabilir Bilgisayar","36.050,79 TL",https://www.hepsiburada.com/asus-vivobook-s16-s3607va-rp012-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-0-tasinabilir-bilgisayar-pm-HBC00009IH592
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H 16GB 512GB SSD Windows 11 Home 14"" WUXGA Taşınabilir Bilgisayar 83CV007YTR",39.999 TL,https://www.hepsiburada.com/lenovo-yoga-slim-7-intel-core-ultra-5-125h-16gb-512gb-ssd-windows-11-home-14-wuxga-tasinabilir-bilgisayar-83cv007ytr-pm-HBC00008O19PH
"Monster Abra A5 V20.5 Intel Core I5 13420H 16 GB Ram 500 GB SSD 4 GB Rtx 3050 Freedos 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",37.877 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=eVJzb2tPZ3hGSGVIZDVVKzhDRnM5M0p2b1EwQXRzWW5vUmhnTHdxOUtjeVplbmtXQzgwQmFSZzFkaVdFVEc2amhvZnk4UmY0ekdRZ1pibTRsakZ0UC9UaEFaM0QvNkxzVUlrZTl2ZmhvakZoVmNkbU4xc0ZmM0c5bG5iK1hzL2ZjMHZ2cVZ5STkyR3VtalJnR3IxWVkzY0J0Nlc0eG5UYkxuVjFDeG9KQlprTVhnWldJbHFnSzRPZElpdXF1S2JyblJnZSsrTldvNFgrSjZpOVl3Rzk3T1NUcVA2Uk5JN1V2YjJ2QlF6OWpiR1VCSW5nVERRSzIvdVdIdEJLUUlRV0lwRk04d3ZGTC9NUXhsbDdUa0xqZHFnSjdLeTl1alkrd2t3WEZCelFSS2RBamVMMkpISlk4MUU0SGtyOEllSE9YenJ4RnlZSE1BV3g4WG5QOWhHZ05RZUxOd3BBN21XWU1nVXhqamtaVEQ3ckFhQnMrNGdRNkxSNzdDMTZtTWd0cE0vdVdWYUZWRW41TDJiWklNUS9OajlEcE96SE4wcjVLcFlMUFczTFJaeWN6WFh6VVI4QzNnMjFLZDRVWUxqUllxQ2loTnFFay9tRVhwb0M1dElWSWxJZ3U0ZHY2c1FFWXV4Y0NHM3l6bGM3Z0FUTXg0UkxBT1FDTHNuZmd1U1p4ZjBHTTZ6L09JOVJTUWpacm42Z2lyRGhjSVVPL2ZvV0Z5bTdEeGFLYVZxZmV4REIrN0ExZkJ5Q3lIdEhDdw==&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-abra-a5-v20-5-intel-core-i5-13420h-16-gb-ram-500-gb-ssd-4-gb-rtx-3050-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008M9YGS%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
"Monster Tulpar T7 V26.2.2 Intel Core I7 13620H 32 GB Ram 1 Tb SSD 8 GB Rtx 5060 Freedos 17,3"" Fhd 144 Hz Oyun Bilgisayarı",69.799 TL,https://www.hepsiburada.com/monster-tulpar-t7-v26-2-2-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-8-gb-rtx-5060-freedos-17-3-fhd-144-hz-oyun-bilgisayari-p-HBCV00008S4ICK
"Lenovo Ideapad Slim 3 Intel Core i7 13620H 16GB 512GB SSD Freedos 15.3"" WUXGA Taşınabilir Bilgisayar 83K10060TR","28.499,05 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i7-13620h-16gb-512gb-ssd-freedos-15-3-wuxga-tasinabilir-bilgisayar-83k10060tr-pm-HBC00008O3253
"Lenovo Ideapad Slim 3 AMD Ryzen 5 5625U 16GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82XM00PWTX",18.599 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-amd-ryzen-5-5625u-16gb-512gb-ssd-freedos-tasinabilir-bilgisayar-15-6-fhd-tasinabilir-bilgisayar-82xm00pwtx-pm-HBC00008O18WJ
"Monster Abra A5 V22.1.2 Intel Core I7 13620H 32 GB Ram 1 Tb SSD 8 GB Rtx 5050 Freedos 15,6"" Fhd 144 Hz Oyun Bilgisayarı","53.874,02 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=RG5VV0FnU09mL3Y5OXNFMVR5MFVjM3RETEJXNlUvUXlQLzgxSjFaYTF4WmlDeGUveFpZSXo3WnhSbWJ4MUxjbTFyRnZlakxFU1lLL29NYmFFQ2lIMTFsQkdYOEZHQ1p1QmEvK3ZEeXIyYi9YM2pBbHFHdERvVk9nTnFUc0hPSEhuQ1cveG1kYi9sa2R6aFNINEFZREpTZE15WlRCaGhhb1dPdlhTbjRhckt0TEpQN0wveGZYQ0hlVmhPYXVkRldGc3lwZE93UitBQlFOdTk0ZmszNUlQL1E1R0d2bzc0U3pobVYxbU1JbTdDUlF3bFZFRi9NUlVaN01COFBzLzhBRmY0MzZCd1ljRDBDdGdJZG91V25oTFYrUlRPVTZ6aTU0NVllNWVUSFJEVjI0dWxYL1RscjNuRndGaTdEaWJHRTdUNmhHM0MySWEvVUlNY0hVclZZTWRRVkIzRDQxdkY3YVM3SWdLVUNDOGVmZ2RqVlc4S055dDRBMkZ5Yi9FOXEvdk84RS9LbTYrU05DYmpvMlRRZ3ZoS1BPYi9pMEt1Y1ZLeDRpWmhPMFB4bnJnOEVsRVprQ1pONklpRC9FNzhiNUNMSHdPTG9oTENHM2d6QUxncmRpdkRETElEK2g5eStVQTkxSmdWZjdkNHZxS3R6RUdsUGRBUVVLdjF5MTU3bEl5Rm8wRjErTmpSVmFrb1k2UWR2SFZ5Z05yeHZvcHhjTU9uMTBxM003&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-abra-a5-v22-1-2-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-8-gb-rtx-5050-freedos-15-6-fhd-144-hz-oyun-bilgisayari-p-HBCV000094A90O%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
"ASUS Vivobook Go 15 E1504FA-NJ1759 AMD Ryzen 5 7520U 8GB 512GB SSD Freedos 15.6"" Taşınabilir Bilgisayar",18.599 TL,https://www.hepsiburada.com/asus-vivobook-go-15-e1504fa-nj1759-amd-ryzen-5-7520u-8gb-512gb-ssd-freedos-15-6-tasinabilir-bilgisayar-pm-HBC0000A75UU2
"HP Victus Gaming 15-FA2012NT Intel Core i7 13620H 16GB 1TB SSD RTX5060 Freedos 15.6"" Taşınabilir Bilgisayar C21SFEA",52.999 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=eVlzNmYraFhsMUJpUDFBQ25MblFYSDNXcXUveENSRWtML0pGVWRtd0l2S0lFQVRUM0dwd3RtTEdjNkhZM1krMUVyZ05tRVJ2Q3VVNlZtU09iTm9SSElwZFg4ZTlRVnZZd0hzU084UVpjVCtaMmZ0NFdFbUZIN2dibHVQRmZTWXZOaUo1MmpzQWxMRnZHWW85SmFQb3dmanBFRkFpWkdNRTlIQXZocUxZQ1VnNXM3YUVZNm5DUE53VWh6Z2t4T2tGcTFHa3dZMFE4NXhJbVkxNkxUYUJGSWp2WUw0cDJlUVpjNDAzVUROTTFac0dXK1dTUTEyTzJOVnVWdGxHendFZUFsL0RhWEhBcFVweEl2N3NKeUh4ZlFmMGZ1Q1R4TkYxeGRZRlZSZjVaenZXWVEwRHYrelJpdGhaeUZ4dmZvb1VvVXdIUGg0cUx6SzNmemh5Z3RxQXVQbnVrMGZQTEJNNlByellsMElrUHo5RUhSeDBWRDNYdnIzR1A0V2ptSTZ0b0RNRjJ2Z3k2TkE1TlYrQVlqM2ptVFBVWWtiLy9SbkxMZFpKSGhRUk13WjNhNFFmZ0dMa2V4OHZoVG94cWtWS2EybzZwWTNCUDlBUmV2enJjc1REeS82djRXNmY5R0Q3dlpFOURtdkw1LzRzd1EvcnVteWZPanRpY3N5QWVmQXRMTlIzUFRsbHhnR1BhWE8xSHFNc3cxY0R1TTF0ZzJYVTBHa3dTYnF3&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fhp-victus-gaming-15-fa2012nt-intel-core-i7-13620h-16gb-1tb-ssd-rtx5060-freedos-15-6-tasinabilir-bilgisayar-c21sfea-p-HBCV0000AD47PV%3Fmagaza%3DHepsiburada&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
"Asus TUF Gaming F16 FX607VJ-RL016 Intel Core 5 210H 8GB 512GB SSD RTX3050 Freedos 16"" Taşınabilir Bilgisayar",32.995 TL,https://www.hepsiburada.com/asus-tuf-gaming-f16-fx607vj-rl016-intel-core-5-210h-8gb-512gb-ssd-rtx3050-freedos-16-tasinabilir-bilgisayar-pm-HBC0000ABEHFC
"Hp Victus 16-S0064NT Ryzen 5 7640HS 16G 512GB SSD 6gb 4050 Freedos 144Hz 16.1""  Fhd Taşınabilir Bilgisayar 8Q4K4EA","37.655,86 TL",https://www.hepsiburada.com/hp-victus-16-s0064nt-ryzen-5-7640hs-16g-512gb-ssd-6gb-4050-freedos-144hz-16-1-fhd-tasinabilir-bilgisayar-8q4k4ea-pm-HBC00007MPJMU
"Asus TUF Gaming FX607VU-RL017 Intel Core 5 210H 16GB 512GB SSD RTX4050 Freedos 16"" Taşınabilir Bilgisayar",40.999 TL,https://www.hepsiburada.com/asus-tuf-gaming-fx607vu-rl017-intel-core-5-210h-16gb-512gb-ssd-rtx4050-freedos-16-tasinabilir-bilgisayar-pm-HBC000086T6TH
Lenovo Ideapad Slim 3 16IRH10 Intel Core I5 13420H 16GB 1TB SSD Freedos 16” Wuxga 83K20077TR,25.790 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i5-13420h-16gb-1tb-ssd-freedos-16-wuxga-83k20077tr-pm-HBC0000A10ZQ1
"Monster Tulpar T6 V3.3.4 Intel Core I7 13700HX 16 GB Ram 1 Tb SSD 8 GB Rtx 5060 Freedos 16"" Fhd+ 165 Hz Oyun Bilgisayarı","60.375,02 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=SjZPUk5NQXBkb1prZ1FWeDhvN3RCamRMNnpTQVYzU2ZDV2gxQjRXYlhuZFU4SENCTjl1T1dCWlVaNXNsRUFFeGprUmpUM0EyZ1BUTGo4MnVDU0JYd1BoV3ZaUVpHMExmdG5ld2JoelN2UmIwNFJNS2JhOWMzKzNBWERQVUdLcCtaZFZGbG5mTkxmQi80dFZ3T2J6enVvV3d2eSs3L3dwSWU1NVlKWWk4UlFiZkdrZmE5MEJlQ2VvYWFBdk5EMTJSRldOUnhCK0U3ZmlBK2ZhaDNBVVpocEp6OFBjQ2R3MWV6alJPTm5MSHF6WU1OZTFxWDVPdWw3aU4vYjlNMFJCZEVkemkzeloxU1lza09DUmd5R2w0Nkl0VVBRcDRmc3VOaXJlODloUVVQWC9YRHdxejhUZDAvRmsvU0RraTJONTBrZzRWV2RBNlJGYzl0cStLL01BcmIwbGJ5dXlTU0djZWRQSEdBRTZrWFdDL2VVU3J6Zkw5UEJvYmQ5bmliZ1VwS3hjVWxoUGJGUFBQQnllMFJ1T2JvYXNFYmRNcTRGdWNNbWFFT3hlYXI5R1ZyL2ZrQklodC9wRnBweWkwdlVabnZCamdQdC9aRjZGa1dkYjgyaUhiSUhYK3kvSGdMdEFrOFAzZ2x0dDBXVEFBdk1KZzI2VVJXM2F6WWJCaGlNTXZIQlp3SytqNjhLVktmVmQ2UmIvVFFDQm8zU1pQM0dpWnViekxETnRz&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-tulpar-t6-v3-3-4-intel-core-i7-13700hx-16-gb-ram-1-tb-ssd-8-gb-rtx-5060-freedos-16-fhd-165-hz-oyun-bilgisayari-p-HBCV00008P91Y0%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
"Lenovo LOQ Intel Core i5 12600HX 24GB 512GB SSD RTX4050 Freedos 15.6"" IPS 144Hz Taşınabilir Bilgisayar 83GS00P6TR","37.647,55 TL",https://www.hepsiburada.com/lenovo-loq-intel-core-i5-12600hx-24gb-512gb-ssd-rtx4050-freedos-15-6-ips-144hz-tasinabilir-bilgisayar-83gs00p6tr-pm-HBC000089C0HI
"HP Victus Gaming 15-FA2704NT Intel Core i5 13420H 16GB 512GB SSD RTX3050 Freedos 15.6"" Taşınabilir Bilgisayar B7TG9EA","32.025,04 TL",https://www.hepsiburada.com/hp-victus-gaming-15-fa2704nt-intel-core-i5-13420h-16gb-512gb-ssd-rtx3050-freedos-15-6-tasinabilir-bilgisayar-b7tg9ea-pm-HBC00008KY9FX
"MSI CYBORG 17 B13WFKG-091XTR Intel Core i7 13620H 16GB 1TB SSD RTX5060 Freedos 17.3"" FHD 144Hz Taşınabilir Bilgisayar",62.999 TL,https://www.hepsiburada.com/msi-cyborg-17-b13wfkg-091xtr-intel-core-i7-13620h-16gb-1tb-ssd-rtx5060-freedos-17-3-fhd-144hz-tasinabilir-bilgisayar-pm-HBC0000AHITKF
"Monster Abra A5 V20.5.1 Intel Core I5 13420H 16 GB Ram 1 Tb SSD 4 GB Rtx 3050 Windows 11  15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",40.499 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=c3Jsa05hUzR5dDhLVXpEVGx2SFFGQ1p2RWtMWVlqc2F3UkNxdDJvN0dnYU5OczRZaTZxUjFuczV3aUhFNWtRR3ZMQ1R2ZWJDSEZjYVV2bEFIc0NIS05TUW1HcndLNDBiN2g0dFhQSStJWDBFZ2RRN2JuNjJQNXZwekliRE1IaStKbDRuZXZITXIrWlk0MWI5cXNBLzNXcmZFY3IvL3F1MzVwNkpsa2taNnMvdklYMjlmdnlxTFppZjlQbHVSTmtDcXQvUVdRRXJ3TUEzR3d6MXhFanZ1VVp1MUVEZGJ3Qm1wcGFCRTF0b2ZudldkazcyampSOWsrVjIzMFFWYUVPUjc1TkRjZlV4b1R4ZGdGZE4rR0xQMDBuSDlQYXNjM0lKYWVLU1FYZ0xVWmxKN2hhZ2R1cUZJcHcwQWxtQ1NFRkY1aytSNzc4MTBDNUkvWjE1Q3RxdHY0SG9Md0ora1Bna254RU9Qc0N4RlZjQ3kvT20zakwvZzd5alVlNEp3N0IwRFFZdmRuUWloNDdHc1dZSU5IYytTVXRsc0dxUDUwc0ZiT1JrSFZGNXZGUFlRT3NXdHIvOGgzaklZTUtRTEh5SXlXZHQybkdyTVYwVVVEeGxFNkpmQ2FUWklFcW14Rjd6VEM4TDgrWXFvcFRJWDJIWW9vOUgzWWYrc0ZRdEpOYlhCbHpSWU5KZUZNUDFvSjV1L0RUaGtRUTArUGdqSnFMa0pqUHhDc1NyQmpDb0doUkFpTUlpMGZkVlk2N1Q=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-abra-a5-v20-5-1-intel-core-i5-13420h-16-gb-ram-1-tb-ssd-4-gb-rtx-3050-windows-11-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008M5GLJ%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=bfa841d7-2f04-40c2-87ec-f2aa6e55dd43
